name,year,rank,age,height
Catrinel Marlon,(2015),"5,856",34,"5' 9½"""
Martin Mull,(1985),"5,857",76,"5' 10"""
Nick Moran,(1998),"5,858",50,"5' 10¼"""
Cherami Leigh,(2010),"5,859",,"5' 1¼"""
William Sanderson,(1982),"5,860",76,"5' 8"""
Jane Sibbett,(1994-2001),"5,861",57,"5' 7"""
Tom Brittney,(2019-2020),"5,862",29,"6' 2"""
Randall 'Tex' Cobb,(1987),"5,863",69,"6' 3"""
Sam Spruell,(2012),"5,865",43,"6' 1"""
Jung-hyun Lee,(2015),"5,866",40,"5' 2¼"""
John Billingsley,(2007),"5,867",59,"5' 9½"""
Bill Moseley,(2008),"5,868",68,"5' 11"""
Briana Cuoco,(2012),"5,869",31,"5' 6"""
Paul Lieberstein,(2005-2013),"5,870",53,"5' 9½"""
Lindsay Price,(2004),"5,871",43,"5' 7"""
Charlie Plummer,(2019),"5,872",,"5' 11"""
Corey Fogelmanis,(2014-2017),"5,873",,"5' 8¾"""
Stephanie Kurtzuba,(2013),"5,875",,"5' 4"""
Alisan Porter,(1991),"5,876",38,"5' 0½"""
Eleanor Matsuura,(2017),"5,877",,"5' 8½"""
Andrew Gower,(2017),"5,878",30,"5' 11"""
David Hemmings,(1941–2003),"5,879",78,"5' 8"""
Jeff Conaway,(1950–2011),"5,880",69,"6' 1"""
Tobias Santelmann,(2012),"5,881",39,"6' 2¼"""
Mark Consuelos,(1995-2010),"5,883",48,"5' 9"""
Sebastian Bear-McClard,(2019),"5,884",,
Danny Strong,(2015-2020),"5,885",,"5' 2"""
Ella Anderson,(2017),"5,886",14,"5' 0"""
Currie Graham,(2005),"5,887",,"6' 3"""
Tom Bergeron,(2005-2019),"5,888",64,"5' 10½"""
Simon Callow,(1994),"5,889",70,"5' 7"""
Jennifer Hudson,(2006),"5,890",38,"5' 9"""
John Huston,(1906–1987),"5,891",113,"6' 2"""
Kat Foster,(2015),"5,892",41,"5' 7"""
Patrick Baladi,(2009),"5,893",48,"5' 10¼"""
Mackenzie Astin,(2016-2018),"5,894",46,"5' 10"""
Annes Elwy,(2017),"5,895",,"5' 6"""
Chris Potter,(2005),"5,896",,"6' 1"""
Raoul Max Trujillo,(2013),"5,897",,"5' 11½"""
Alex Sharp,(2019),"5,898",,"5' 10"""
Dirk Benedict,(2010),"5,899",75,"5' 11"""
Chrissy Teigen,(2018),"5,900",34,"5' 7¼"""
Milos Bikovic,(2018),"5,901",32,"6' 2¼"""
Eric Edelstein,(2015),"5,902",42,"6' 4½"""
Mary Mouser,(2005),"5,903",23,"5' 3"""
Cassie Steele,(2001-2010),"5,904",,"5' 3"""
Gana Bayarsaikhan,(2017),"5,905",,"5' 8½"""
Jay Pharoah,(2010-2016),"5,906",32,"6' 1"""
Courtney Gains,(1989),"5,907",54,"5' 11"""
Jim Carter,(2017),"5,908",71,"6' 2"""
Jason Priestley,(1990-2000),"5,909",50,"5' 8"""
Charles Martin Smith,(2011),"5,910",66,"5' 5"""
Laura Allen,(2018),"5,911",,"5' 7"""
Robin Dearden,(1981-1982),"5,913",66,"5' 3"""
Marissa Ribisi,(1993),"5,914",45,"5' 3"""
Clinton Leupp,(2003),"5,915",,
Lindsey Shaw,(2012),"5,916",30,"5' 8"""
Sierra McCormick,(2019),"5,917",22,"5' 1"""
Christian Oliver,(2008),"5,918",,"5' 9½"""
Eileen Brennan,(1932–2013),"5,919",87,"5' 6"""
Lucas Neff,(2019),"5,920",34,"5' 10½"""
Martin Clunes,(1998),"5,921",58,"6' 2¾"""
Jack Ashton,(2012),"5,922",,
Joe Morton,(1991),"5,923",72,"5' 9"""
Bruno Kirby,(1949–2006),"5,924",70,"5' 6½"""
Janet Varney,(2012-2014),"5,925",,"5' 9½"""
Lorri Bagley,(2004),"5,926",46,"5' 10"""
Kissa Sins,(2015-2018),"5,927",32,"5' 1"""
Sally Phillips,(2001),"5,928",49,"5' 4"""
Manish Dayal,(2014),"5,929",,
Alexander Vlahos,(2012),"5,930",,"5' 10"""
Paul Williams,(1974),"5,931",79,"5' 2"""
Douglas Hodge,(2019),"5,932",,"5' 10¼"""
Sam Keeley,(2016),"5,933",,
Madylin Sweeten,(1996-2005),"5,934",28,"5' 1"""
Julie Dreyfus,(2009),"5,935",54,"5' 7"""
Betty Field,(1916–1973),"5,936",104,"5' 5"""
Stephanie Courtney,(2007),"5,937",50,"5' 8"""
Ike Eisenmann,(1982),"5,938",57,
Stephanie McIntyre,(2020),"5,939",,"5' 4"""
Laura-Leigh,(2013),"5,940",,"5' 4"""
Sarah Power,(2015-2018),"5,941",,"5' 8"""
Jesse Hutch,(2020),"5,942",,"6' 0¼"""
Mekhi Phifer,(2002-2009),"5,943",45,"5' 9½"""
Kim Matula,(2019),"5,944",31,"5' 4½"""
Julian Dennison,(2016),"5,946",17,"5' 3"""
Simone Ashley,(2019-2020),"5,947",,
Jenny O'Hara,(2010),"5,948",78,"5' 6"""
Jason Gray-Stanford,(2002-2009),"5,949",,"5' 11"""
Mai Zetterling,(1925–1994),"5,950",94,"5' 3"""
Emma Bell,(2010-2012),"5,951",,"5' 6"""
Diamond Foxx,(2011),"5,952",47,"5' 0"""
Azura Skye,(2008),"5,953",38,"5' 7"""
Toshirô Mifune,(1920–1997),"5,954",99,"5' 8¾"""
David Keith,(1982),"5,955",65,"5' 11"""
Sasha Roiz,(2004),"5,956",,"6' 5"""
Don Rickles,(1926–2017),"5,957",93,"5' 6"""
Adam Rose,(2019),"5,958",,"5' 10"""
Peyton Kennedy,(2018-2019),"5,959",16,"5' 9½"""
Kel Mitchell,(1999),"5,960",41,"5' 8"""
Joanne Woodward,(1968),"5,961",90,"5' 4"""
Naoko Mori,(2015),"5,962",,"5' 2"""
Amanda Pays,(1989),"5,963",60,"5' 6"""
Pepi Sonuga,(2017-2018),"5,964",,"5' 5"""
Joshua Malina,(1993),"5,965",54,"5' 9"""
Jason David Frank,(1995),"5,966",46,"5' 11"""
Neil Brown Jr.,(2017-2020),"5,967",,"5' 9"""
Paul Michael Glaser,(1975-1979),"5,968",76,"5' 10¼"""
Lana Rhoades,(2017),"5,969",23,"5' 3"""
Kerry Fox,(1994),"5,971",53,"5' 7½"""
Mike Starr,(1994),"5,972",69,"6' 3½"""
Philip Glenister,(2005),"5,973",57,"5' 11½"""
Brian Krause,(1998-2006),"5,974",,"5' 9¾"""
Gabriel Basso,(2013),"5,975",,"6' 0"""
Jennifer Finnigan,(2000-2004),"5,976",40,"5' 7"""
Katrina Lenk,(2017-2018),"5,977",,
Tommy Chong,(1978),"5,978",81,"5' 10"""
Ana Gasteyer,(2004),"5,979",,"5' 5½"""
Dash Mihok,(2012),"5,980",45,"6' 3"""
Henry Rollins,(1995),"5,981",59,"5' 9"""
Daniel Ings,(2016-2017),"5,982",,"6' 0"""
Charlene Amoia,(2020),"5,983",,"5' 5"""
Eamonn Walker,(2000),"5,984",57,"6' 1"""
Kyle Richards,(1978),"5,985",51,"5' 2"""
Robert Pine,(2005),"5,986",78,"5' 11"""
Michelle Morgan,(2007),"5,987",,"5' 8"""
Stefanie von Pfetten,(2013),"5,988",,"5' 8"""
Anne-Marie Johnson,(1988-1993),"5,989",59,"5' 11"""
Leah Lewis,(2019-2020),"5,991",,
Larry Hankin,(2019),"5,992",,"6' 4"""
Claudia Lee,(2013),"5,993",23,"5' 6"""
Bo Hopkins,(1978),"5,995",78,
Hannah Ware,(2015),"5,996",,"5' 6¼"""
Quvenzhané Wallis,(2012),"5,997",16,"4' 11"""
Janel Moloney,(1999-2006),"5,998",,"5' 8½"""
Cindy Sampson,(2007-2011),"5,999",,"5' 7"""
Mark Salling,(1982–2018),"6,000",37,"6' 0"""
Geoff Stults,(2005),"6,001",42,"6' 2½"""
Jonathan Bailey,(2013-2015),"6,002",31,"5' 11"""
Steve Valentine,(2001-2007),"6,003",,"6' 4"""
Adrian Dunbar,(1992),"6,004",61,"5' 11"""
Justin Kelly,(2014),"6,005",28,
Max Riemelt,(2004),"6,006",36,"5' 11"""
Belinda Stewart-Wilson,(2011),"6,007",,"5' 7"""
Andrea Bang,(2016-2020),"6,008",,
Joely Fisher,(1999),"6,009",52,"5' 7"""
Anthony Anderson,(2006),"6,010",49,"5' 10"""
Stephen Peacocke,(2014),"6,011",,"6' 0"""
Miles Heizer,(2016),"6,012",25,"5' 10"""
Max Arciniega,(2008),"6,013",,"5' 9"""
Colm Feore,(2002),"6,014",61,"5' 11½"""
Jürgen Prochnow,(1981),"6,015",78,"5' 11½"""
Kimberley Nixon,(2008),"6,016",34,"5' 5"""
Jessica Tuck,(2011),"6,018",,"5' 7"""
Josh Pais,(2019),"6,019",,"5' 7"""
Kaitlyn Black,(2018),"6,020",,"5' 6"""
Marty Feldman,(1934–1982),"6,021",85,"5' 7¾"""
Lawrence Pressman,(1999),"6,022",80,"6' 1"""
Brett Tucker,(2003-2006),"6,023",47,"6' 2"""
Zawe Ashton,(2019),"6,024",,"5' 10"""
Vera-Ellen,(1921–1981),"6,025",99,"5' 4"""
Merrin Dungey,(2001-2006),"6,026",,"5' 9"""
Susannah Harker,(1990),"6,027",54,"5' 7"""
Robert Krantz,(2015),"6,028",,
Adam Beach,(2006),"6,029",47,"5' 11½"""
Coleen Gray,(1922–2015),"6,030",97,"5' 8"""
Maxim Baldry,(2019),"6,031",,"5' 11"""
Becca Tobin,(2012-2015),"6,032",,"5' 2"""
Cara Pifko,(2018),"6,033",44,
Danay Garcia,(2007-2009),"6,034",35,"5' 7½"""
Jacob Tierney,(2016-2019),"6,035",40,
Rob Morrow,(2000),"6,036",57,"5' 10"""
Rachael Carpani,(2011),"6,037",,"5' 8"""
Beth Toussaint,(2000),"6,038",57,
Shane Taylor,(2001),"6,039",46,"5' 10"""
Kathryn Harrold,(1986),"6,040",69,"5' 9"""
Alice Greczyn,(2011-2013),"6,041",,"5' 7"""
Remy Hii,(2014-2016),"6,042",,"5' 9½"""
Powers Boothe,(1948–2017),"6,043",71,"6' 2"""
Karen Kopins,(1985),"6,044",61,"5' 7"""
Chris Noel,(1963),"6,045",78,"5' 5"""
Julia Ragnarsson,(2016),"6,046",27,
Mía Maestro,(2014-2015),"6,047",,"5' 4"""
David Henrie,(2015),"6,048",,"5' 11"""
Maïwenn,(2011),"6,049",43,"5' 8"""
Vincent Gallo,(1998),"6,050",58,"5' 11"""
Katie Sarife,(2019),"6,051",,
Anita Barone,(2005-2007),"6,052",,"5' 4"""
Loretta Swit,(1972-1983),"6,054",82,"5' 6"""
Harry Connick Jr.,(1999),"6,055",52,"6' 1"""
Kelly Clarkson,(2019-2020),"6,056",37,"5' 3½"""
Lisa Niemi,(2003),"6,057",63,"5' 4"""
Tenoch Huerta,(2009),"6,058",,
Catherine Steadman,(2019),"6,059",,"5' 5"""
Miles Robbins,(2018),"6,060",27,"6' 1½"""
Sam Richardson,(2014-2019),"6,061",,"5' 11"""
Frankie Avalon,(1978),"6,062",79,"5' 8"""
Enrique Murciano,(2002-2009),"6,063",46,"6' 1"""
Brande Roderick,(2004),"6,064",,"5' 7"""
Tyrese Gibson,(2001),"6,065",41,"5' 11½"""
Dean Lennox Kelly,(2004-2013),"6,066",44,"5' 8¼"""
Orphée Ladouceur-Nguyen,(2019),"6,067",,"5' 7"""
Ben Johnson,(1918–1996),"6,068",101,"6' 2"""
Lolita Davidovich,(2003),"6,069",58,"5' 8"""
Tawny Cypress,(2009),"6,070",43,"5' 6"""
Alex Saxon,(2019-2020),"6,071",,"6' 0"""
Eliot Sumner,(2019),"6,072",29,"5' 8"""
Dominik Garcia,(2009),"6,073",,"5' 9"""
Debra Wilson,(2017),"6,074",57,"5' 6½"""
Bre Blair,(2016),"6,075",,"5' 7"""
Bianca Lawson,(2001),"6,076",,"5' 4½"""
Sarah Alexander,(2000-2004),"6,077",49,"5' 4"""
Abella Danger,(2017),"6,078",24,"5' 4"""
Gwen Stefani,(2016),"6,079",50,"5' 6"""
Daeg Faerch,(2007),"6,080",,"6' 0¼"""
Lloyd Bridges,(1913–1998),"6,081",107,"5' 11¾"""
Johnny Whitaker,(1973),"6,082",60,"6' 0"""
Lucía Uribe,(2020),"6,083",,
Bruno Ganz,(1941–2019),"6,084",78,"5' 6"""
A Martinez,(2012-2017),"6,085",,"5' 10"""
Tuva Novotny,(2010),"6,086",40,"5' 4¾"""
Mark McKinney,(1988-2021),"6,087",,"5' 11"""
Billy Gardell,(2003),"6,088",50,"5' 11"""
Brandon Mychal Smith,(2014),"6,089",30,"6' 1"""
Edwige Fenech,(2007),"6,090",71,"5' 9"""
Amy Davidson,(2008),"6,091",,"5' 0"""
Louise Barnes,(2019),"6,092",,"5' 5¾"""
Phil Davis,(2004),"6,093",66,"5' 5"""
Emily Coutts,(2017-2019),"6,094",,"5' 9"""
Sally Ann Howes,(1968),"6,095",89,"5' 6"""
Callum Keith Rennie,(2015),"6,096",59,"5' 11"""
Siena Agudong,(2019),"6,097",,"5' 2½"""
Michael Michele,(2003),"6,098",53,"5' 9"""
Álex González,(2011),"6,099",,
Robert Loggia,(1930–2015),"6,100",90,"5' 11"""
Ola Rapace,(2012),"6,101",48,"5' 11"""
Judith Light,(1984-1992),"6,102",71,"5' 7"""
Jon Huertas,(2016-2020),"6,103",,"5' 11"""
Nick Cassavetes,(1997),"6,104",60,"6' 6"""
Dustin Clare,(2018),"6,105",38,"5' 9"""
Teilor Grubbs,(2010-2019),"6,106",,"5' 3"""
Yvonne Zima,(2016),"6,107",,"5' 7"""
Adam West,(1928–2017),"6,108",91,"6' 2¼"""
Kellie Shanygne Williams,(1989-1998),"6,109",43,"5' 6"""
Josie Bissett,(1992),"6,110",49,"5' 6"""
Camille Sullivan,(2017),"6,111",,"5' 7"""
David Bamber,(2008),"6,112",65,"5' 7"""
Gary Dourdan,(2000-2015),"6,113",53,"6' 2"""
Victoria Cartagena,(2019-2020),"6,114",,"5' 6"""
Benno Fürmann,(2005),"6,115",48,"5' 9"""
Arliss Howard,(1997),"6,116",65,"5' 9"""
Lillian Roth,(1910–1980),"6,117",109,"5' 3"""
Mark Feuerstein,(2000),"6,118",48,"5' 7"""
Ayana Brown,(2020),"6,119",,
Joanna Newsom,(2014),"6,120",38,"5' 4"""
Jason George,(1998),"6,121",48,
Benito Martinez,(2011-2012),"6,122",48,"5' 10"""
Jemima Rooper,(2008),"6,123",38,"5' 3"""
Travis Schuldt,(2015),"6,124",,"6' 1"""
Luke Mitchell,(2014),"6,125",34,"6' 1"""
Saxon Sharbino,(2015),"6,126",,"5' 7"""
Chloe Webb,(1986),"6,128",63,"5' 4"""
Richard Jaeckel,(1926–1997),"6,129",93,"5' 7"""
Izzy G.,(2020),"6,130",,
Darren McGavin,(1922–2006),"6,131",97,"5' 10"""
Ben Savage,(1993-2000),"6,132",39,"5' 10"""
Stacey Roca,(2002),"6,133",,"5' 9"""
Brittany Ishibashi,(2017-2019),"6,134",,"5' 3½"""
Alex Jennings,(2015),"6,135",62,"6' 2"""
Rich Sommer,(2017),"6,136",42,"6' 1"""
Aparna Brielle,(2019),"6,137",,"5' 5"""
Kane Hodder,(1995),"6,139",64,"6' 2"""
Amber Lynn,(2018),"6,140",,"5' 7"""
Sterling Jerins,(2013),"6,141",15,
Bruce Boxleitner,(1994-1998),"6,142",69,"6' 2"""
Padma Lakshmi,(2002),"6,143",49,"5' 9"""
Stephen Chow,(2004),"6,144",57,"5' 8½"""
Kelly Marie Tran,(2017),"6,145",,"5' 2"""
Barry Watson,(1996-2006),"6,146",45,"6' 0½"""
Dane Cook,(2007),"6,148",48,"6' 0"""
Brandon Larracuente,(2017-2018),"6,149",25,"6' 0"""
Marsha Mason,(1977),"6,150",77,"5' 4"""
Rya Kihlstedt,(1997),"6,151",49,"5' 8"""
Peter Ustinov,(1921–2004),"6,152",98,"5' 11½"""
Bernard Hill,(2003),"6,153",75,"5' 9"""
Reece Shearsmith,(1999-2017),"6,154",50,"5' 6½"""
Geneviève Bujold,(1988),"6,155",77,"5' 4"""
Hervé Villechaize,(1943–1993),"6,156",76,"3' 11"""
Reno Wilson,(2011),"6,157",,"6' 1"""
America Olivo,(2014-2018),"6,158",,"5' 7"""
Mike Henry,(1977),"6,159",83,"6' 3"""
Kevin McCarthy,(1914–2010),"6,160",106,"5' 10"""
Nathaniel Parker,(2007),"6,161",57,"6' 1"""
Omar Sharif,(1932–2015),"6,162",87,"5' 11"""
Chris Owen,(1999),"6,163",39,"5' 10"""
Abby Brammell,(2013),"6,164",,"5' 7"""
Vernee Watson,(2000),"6,165",66,
Robert Maaser,(2019),"6,166",,"6' 1½"""
Nick Swardson,(2006),"6,167",43,"5' 6¾"""
Juliet Aubrey,(2016),"6,168",53,"5' 8¼"""
Jay Chandrasekhar,(2001),"6,169",51,"6' 0½"""
Elisa Donovan,(1995),"6,170",,"5' 5"""
Telly Savalas,(1922–1994),"6,171",98,"5' 11"""
Kenneth Mitchell,(2006-2008),"6,172",,"6' 1½"""
Gavin Leatherwood,(2018-2020),"6,173",,"5' 8¼"""
Daniel Moncada,(2010-2011),"6,174",,"5' 11"""
Lainie Kazan,(2002),"6,175",77,"5' 6"""
Elizabeth Berrington,(2008),"6,176",49,"5' 7"""
Jess Weixler,(2007),"6,177",,"5' 7"""
Sydney Tamiia Poitier,(2007),"6,178",,"5' 9½"""
Afton Williamson,(2012),"6,179",,"5' 6"""
Liz White,(2012),"6,180",40,"5' 7"""
YaYa Gosselin,(2020),"6,181",,
Liam O'Brien,(2015-2020),"6,182",43,
Nick Cannon,(2002),"6,183",39,"6' 0"""
Adina Porter,(2011-2020),"6,184",,"5' 6"""
Matt Barr,(2012),"6,185",36,"6' 1"""
Josh Thomas,(2013-2016),"6,186",32,"5' 8"""
Shelley Regner,(2017),"6,187",,"5' 6"""
Amy Locane,(1990),"6,188",,"5' 6"""
Shioli Kutsuna,(2018),"6,189",27,"5' 2"""
Travis Van Winkle,(2009),"6,190",37,"6' 0"""
Helen George,(2011),"6,191",35,"5' 7"""
William Mapother,(2004-2010),"6,192",,"6' 1"""
Geraldine Fitzgerald,(1913–2005),"6,193",106,"5' 3"""
Brandy Ledford,(2020),"6,194",,"5' 6"""
Dyanne Thorne,(1936–2020),"6,195",83,"5' 7"""
Maddison Jaizani,(2015-2018),"6,196",,"5' 7"""
Amy Irving,(2000),"6,197",66,"5' 4"""
Chelsea Hobbs,(2009-2011),"6,198",,"5' 5"""
Dom DeLuise,(1933–2009),"6,199",86,"5' 9½"""
Ritchie Coster,(2008),"6,200",52,"6' 1"""
Nicholas Galitzine,(2014),"6,201",,"6' 0"""
Jay Duplass,(2014-2019),"6,202",,"5' 9"""
Philip Baker Hall,(1999),"6,203",88,"5' 6"""
Danny Aiello,(1933–2019),"6,204",86,"6' 2½"""
Agnes Moorehead,(1900–1974),"6,205",119,"5' 4"""
Maryam d'Abo,(1987),"6,206",59,"5' 6½"""
Max Brown,(2019),"6,208",,"6' 2"""
Callie Cooke,(2017-2018),"6,209",,
Lexi Atkins,(2015),"6,210",27,"5' 8"""
Mina El Hammani,(2018-2020),"6,211",,
Anna Burnett,(2017),"6,212",,
Mark O'Brien,(2019),"6,213",,"6' 2½"""
Max Lloyd-Jones,(2017),"6,214",,"5' 7"""
Tom Riley,(2013-2015),"6,215",38,"5' 10¼"""
Elliot Fletcher,(2016-2018),"6,216",23,
Klaus Kinski,(1926–1991),"6,217",93,"5' 8¼"""
Joanne Rogers,(2018),"6,218",92,
DeForest Kelley,(1920–1999),"6,219",100,"5' 10½"""
Christie Brinkley,(1983),"6,220",66,"5' 9"""
Kevin Rahm,(2014),"6,221",49,"5' 9½"""
Kirk Cameron,(1985-1992),"6,222",49,"5' 10"""
Jennifer Runyon,(1984),"6,223",59,"5' 3"""
Kim Fields,(1979-1988),"6,224",50,"5' 0"""
Andrew Dice Clay,(1990),"6,225",62,"5' 11"""
Doris Roberts,(1925–2016),"6,226",94,"5' 1"""
Kip Pardue,(2000),"6,227",,"6' 2"""
Thomas Gomez,(1905–1971),"6,228",114,
Joe Flanigan,(2004-2009),"6,229",53,"6' 0¼"""
Robert LaSardo,(2018),"6,230",56,"5' 9"""
George Newbern,(2012-2018),"6,231",55,"5' 10½"""
Kyle Kinane,(2009),"6,232",,"5' 7"""
Tracy Morgan,(2006-2013),"6,233",51,"5' 8½"""
Damien Molony,(2019-2020),"6,234",,"5' 10"""
Zack Ward,(2007),"6,235",49,"5' 10"""
Shannon Lucio,(2004-2005),"6,236",,"5' 6"""
Gabriel Hogan,(2015),"6,237",,"6' 4"""
Topol,(1971),"6,238",84,"5' 10"""
Kevin G. Schmidt,(2003),"6,239",31,"5' 9"""
Tina Sinatra,(2004),"6,240",71,
Becky O'Donohue,(2009),"6,241",39,"5' 8"""
Megan Cavanagh,(1993),"6,242",59,
Claire Keelan,(2014),"6,243",,
Peta Sergeant,(2017-2019),"6,244",,"5' 9"""
Melinda McGraw,(2008),"6,245",,"5' 7"""
Ariel Martin,(2020),"6,246",,
BarBara Luna,(1986-1987),"6,247",,
Edward Woodward,(1930–2009),"6,248",89,"5' 9"""
John Landis,(1980),"6,249",69,"5' 10½"""
Rob Brydon,(2000-2003),"6,251",54,"5' 7"""
Burgess Meredith,(1907–1997),"6,252",112,"5' 5½"""
Adrian Edmondson,(2017-2020),"6,253",63,"5' 10¼"""
Freya Mavor,(2015),"6,254",26,"5' 10¼"""
Catherine Hicks,(1988),"6,255",68,"5' 3"""
Charlie Schlatter,(1988),"6,256",,"5' 8"""
Salome Jens,(2011),"6,257",84,"5' 9"""
Krysta Rodriguez,(2019),"6,258",35,
Bolo Yeung,(1988),"6,259",74,"5' 6"""
Earl Hindman,(1942–2003),"6,260",77,"6' 1½"""
Sam Jaeger,(2006),"6,261",,"6' 0"""
Jacqueline McKenzie,(1999),"6,262",52,"5' 6"""
Naturi Naughton,(2009),"6,263",35,"5' 0"""
Heather McComb,(2014),"6,264",,"5' 5"""
Chris Mulkey,(2014),"6,265",71,"6' 1"""
Caitlin Carmichael,(2019-2020),"6,266",,"5' 4"""
Ami Dolenz,(1987),"6,267",51,"5' 3"""
Jimmy Tatro,(2017-2018),"6,268",28,"5' 10"""
Cindy Williams,(1973),"6,269",72,"5' 4"""
Fay Wray,(1907–2004),"6,270",112,"5' 3"""
Drew Van Acker,(2019),"6,271",33,"6' 0"""
Jackson Brundage,(2010),"6,272",19,"5' 3"""
Shira Haas,(2018),"6,273",24,
Bree Condon,(2011),"6,274",,"5' 8"""
Kiki Sukezane,(2015-2016),"6,276",,"5' 1"""
Eliza Butterworth,(2015-2020),"6,277",26,"5' 6"""
Emilie Ullerup,(2008),"6,278",35,"5' 4¾"""
David Graf,(1950–2001),"6,279",69,"6' 3"""
Chad Allen,(1993-1998),"6,280",45,"5' 7"""
Richard Widmark,(1914–2008),"6,281",105,"5' 10"""
Shenae Grimes-Beech,(2011),"6,282",30,"5' 3"""
Laura Aikman,(2014-2015),"6,283",34,"5' 6"""
Elpidia Carrillo,(1987),"6,284",58,"5' 4½"""
Jay Hayden,(2008),"6,285",,"6' 0"""
Marjan Neshat,(2014),"6,286",,
Mr. T,(1982),"6,287",67,"5' 10½"""
Leslie Stefanson,(1999),"6,288",48,"5' 11½"""
Weston Cage Coppola,(2011),"6,289",29,"6' 1"""
Dean Jones,(1931–2015),"6,290",89,"6' 0"""
Penelope Wilton,(2011),"6,291",73,
Hayley Holmes,(2019),"6,292",,"5' 3"""
Tom McCarthy,(2011),"6,293",53,"5' 11"""
Deborra-Lee Furness,(2010),"6,294",64,
Rachel Luttrell,(2004-2009),"6,295",,"5' 4"""
Elsa Lanchester,(1902–1986),"6,296",117,"5' 4"""
Sunita Mani,(2017-2019),"6,297",,
Matt Lauria,(2014-2017),"6,298",,"5' 11"""
Natasha Esca,(2018),"6,299",,"5' 5¾"""
J. Smith-Cameron,(2011),"6,300",,
Tommy 'Tiny' Lister,(1995),"6,301",61,"6' 6"""
David Walliams,(2003-2006),"6,302",48,"6' 2"""
Madisen Beaty,(2019),"6,303",,"5' 8"""
Michael Schoeffling,(1984),"6,304",59,"6' 0"""
Norm MacDonald,(1995),"6,305",60,"6' 2"""
Dan Byrd,(2010),"6,306",,"5' 10"""
Miguel Ángel Silvestre,(2008-2009),"6,307",37,"5' 11"""
Ilana Glazer,(2017),"6,308",32,"5' 1"""
Lois Smith,(2002),"6,309",89,"5' 2"""
Gwynyth Walsh,(1994),"6,310",,"5' 8"""
Carla Salle,(2017),"6,311",,
Orlando Jones,(2001),"6,312",51,"6' 0"""
Ji-won Ha,(2006),"6,313",41,"5' 5¾"""
Haley Busch,(2012),"6,314",27,"5' 4"""
Tony Sirico,(1999-2007),"6,315",77,"5' 8"""
Don Stark,(1986),"6,316",65,
Elisha Henig,(2018),"6,317",,"5' 5"""
Cicely Tyson,(2011),"6,318",95,"5' 3½"""
Reiley McClendon,(2001),"6,319",30,"6' 2"""
Jennifer Jones,(1919–2009),"6,320",101,"5' 6½"""
Jodie Tyack,(2020),"6,321",,
Jane Wiedlin,(1985),"6,322",61,"5' 0"""
Adriyan Rae,(2020),"6,323",,
Debbie Allen,(1982-1987),"6,324",70,"5' 2"""
Jussie Smollett,(2015-2019),"6,325",37,"5' 11"""
Evan Jones,(2002),"6,326",,
Lewis Smith,(1984),"6,327",63,"6' 1"""
Linden Ashby,(1995),"6,328",59,"5' 11½"""
Sarah Douglas,(1978),"6,329",67,"5' 9"""
Daniel Roebuck,(2017),"6,330",,"6' 0"""
Diane Cilento,(1932–2011),"6,331",87,"5' 7"""
Maiara Walsh,(2018),"6,332",32,"5' 5"""
Angela Trimbur,(2015),"6,333",,"5' 4"""
Madeleine McGraw,(2014),"6,334",,"4' 6¾"""
Yunjin Kim,(2004-2010),"6,335",46,"5' 5½"""
Brian Bloom,(2010),"6,336",49,"5' 11"""
Robert Powell,(1969),"6,337",75,"5' 9½"""
John Reardon,(2010),"6,338",,"6' 1"""
Jason Robards,(1922–2000),"6,339",97,"5' 8½"""
Spencer Daniels,(2009),"6,340",27,"6' 0"""
Gary Crosby,(1933–1995),"6,341",86,"5' 10½"""
Sunny Suljic,(2018),"6,342",14,
Raúl Esparza,(2006),"6,343",49,"5' 8"""
Edward G. Robinson,(1893–1973),"6,344",126,"5' 7"""
Anthony Ramos,(2018),"6,345",,"5' 9"""
Maggie Geha,(2019),"6,346",,"5' 10"""
Lachlan Buchanan,(2020),"6,347",,"5' 11"""
Todd Stashwick,(2007),"6,348",,"6' 2"""
Michael Hogan,(2004-2009),"6,349",,"5' 11½"""
John Waters,(1998),"6,350",73,"6' 2"""
Omar Benson Miller,(2015-2019),"6,351",,"6' 6"""
James Avery,(1945–2013),"6,353",74,"6' 5"""
Steffiana De La Cruz,(2009),"6,354",45,
Rob Cohen,(1996),"6,355",71,
Dennis Farina,(1944–2013),"6,356",76,"6' 0"""
Jay Mohr,(1999),"6,357",49,"5' 9"""
Maria Dizzia,(2011),"6,358",45,
Eddie Cibrian,(2005),"6,359",46,"6' 2"""
Michael Landes,(2016),"6,360",47,"5' 10"""
Juliet Landau,(1994),"6,361",,"5' 6"""
Lou Ferrigno,(1977-1982),"6,362",68,"6' 3½"""
Noel Gugliemi,(2001),"6,364",49,"5' 9¾"""
Amy Bailey,(2014-2016),"6,365",,"5' 8"""
Billy Drago,(1945–2019),"6,366",74,"5' 10½"""
Kenneth Choi,(2013),"6,367",,"5' 6"""
Abby Miller,(2011-2015),"6,368",,"5' 3"""
Tess Haubrich,(2013),"6,370",,"5' 11"""
Lucy Walters,(2016),"6,371",,
Andrew Lawrence,(1997),"6,372",32,"5' 8"""
Peter Paul,(1987),"6,373",63,
Nikki Blonsky,(2007),"6,374",31,"5' 0"""
Mel Ferrer,(1917–2008),"6,375",102,"6' 3"""
Anne Ramsey,(1929–1988),"6,376",90,"5' 4"""
